X	description	o1	o2	o3	t1	t2	t3	v1	v2	v3	p1	p2	p3	j1	j2	ja
NODE_255818_length_168_	13268	phospholipase c	0.564692911334686	-0.0258253881787387	0.36769752167716	0.23523623082199	0.186489593203199	0.198831766826673	-0.248633056470489	-0.279669383700203	-0.0540960476849681	-0.240564434089435	-0.0727523380023461	-0.496366841156366	-0.55419465811902	-0.728530292548042	-0.487874858037965
NODE_281354_length_272_	13495	hemocyte protein-glutamine gamma-	-0.169047830182732	0.0899034171102424	0.0767911623046822	-0.425251627413605	-0.591521810753862	-0.664985465209319	-0.118422926349738	-0.60526521764674	-0.496310506915577	0.357506618694001	-0.312457728590135	-0.179172061718817	0.638328443403964	0.830496456208057	0.789987213190181
NODE_321421_length_71_	13804	60s ribosomal protein rpl34	-1.77221900233122	-0.540519979089801	-1.15245930484782	0.213546485038615	-0.15766453840433	-0.028718479162517	-0.0131475353699639	0.154274863529789	-0.0185186059103848	0.288782847458197	-0.146002861700136	-0.824772497299717	0.857551741921446	0.900221134808334	1.19354348806175
NODE_32726_length_151_	13847	alpha isoform cra_c	0.51660399490963	0.380223278986307	0.474293000389613	-0.138395353879388	0.045836570834968	0.210522448475501	0.106121208224794	0.385104184419651	0.491480856910154	-0.280003029644137	0.0744633748455822	0.41061793671497	-0.820013593044141	-0.742282680384566	-0.597015522103695
NODE_348568_length_193_	13978	perlucin 6	-0.019642526969199	-0.283252412022477	-0.043979154025754	-0.532668731547965	-0.928639310413435	-0.767684554302875	-0.748473102923928	-0.619484505258862	-0.774878250412436	0.0673904795498372	-0.431467723639344	-0.068118249184838	0.692725779547569	0.910040921251149	0.207011568546558
NODE_380857_length_147_	14139	annexin a7	0.251223604820454	0.510835832544331	0.58117443602771	0.618043507709297	0.249951783803752	0.372599763500665	-0.312572651787015	0.0161484216737129	0.343216596034522	-0.201041662433859	0.294246832362441	0.221994973925708	-0.827124023381036	-0.891179475236628	-0.902895032434027
NODE_438658_length_189_	14396	60s ribosomal protein	-0.909313726041489	-1.25311860538149	-1.14509523620864	-0.216710491958811	0.160065686037703	-0.0908062314578349	-0.388664419994292	-1.00501400629812	-0.765092831499545	0.469289183216604	-0.1242269022	0.312325816596225	0.669111415048512	0.940080708094406	0.433084371766073
NODE_445914_length_265_	14419	two aaa domain containing protein	0.814822661451601	0.707754130996417	0.59508177913845	0.307452793827225	0.256363569626006	0.32050712237051	-0.0105601657959576	-0.124200528254794	0.23819600366845	0.133066532816258	-0.102380930742102	0.0619529744599226	-0.140653238082474	-0.239068265108742	-0.59282258143294
NODE_4820_length_75_	14484	60s ribosomal protein l34-like isoform 1	-1.55249950145375	-0.391477805342913	-0.942009366346029	0.331744848754348	-0.0357494551420458	0.0563794791179616	-0.0271236985290058	0.270877397738371	0.132013000313098	0.190953552140618	-0.0549377751906872	-0.749259081380702	1.03346336305726	1.11017209572941	1.51030259394514
NODE_82903_length_1385_	14738	PREDICTED: hypothetical protein LOC100609642 [Pan troglodytes]	0.593273463040849	0.65333655042215	0.468084903813793	0.275060313772036	0.101515377633072	0.075965842809033	0.164264639446611	-0.187296648591133	0.493359949114303	-0.529481194167814	-0.362550760629741	-0.0775860698295947	-0.677001542115204	-0.49699387850997	-0.771496676799761
